Govregion,County,District,PrivateBEV,PrivatePHEV,PrivateHEV,PrivateTotalEV,PrivateTotalCar,CompanyBEV,CompanyPHEV,CompanyHEV,CompanyTotalEV,CompanyTotalCar,TotalCars,PBEV1k,PPHEV1k,PHEV1k,PPEV1k,CBEV1k,CPHEV1k,CHEV1k,CPEV1k,TBEV1k,TPHEV1k,THEV1k,TPEV1k,TCC1k
Scotland,Aberdeen City UA,Aberdeen City UA,77,51,507,635,89544,19,61,32,112,4820,94364,0.859912445,0.569552399,5.662020906,1.429464844,3.941908714,12.65560166,6.639004149,16.59751037,1.01733712,1.186893307,5.711924039,2.204230427,51.07880124
Scotland,Aberdeenshire UA,Aberdeenshire UA,109,90,495,694,138704,18,45,24,87,5705,144409,0.785846118,0.648863767,3.568750721,1.434709886,3.155127082,7.887817704,4.206836109,11.04294479,0.879446572,0.934844781,3.593958825,1.814291353,39.50584797
South East,West Sussex,Adur,21,10,140,171,29620,3,9,7,19,1209,30829,0.708980419,0.337609723,4.726536124,1.046590142,2.481389578,7.444168734,5.789909016,9.925558313,0.778487787,0.616302832,4.768237698,1.394790619,39.21632229
North West,Cumbria,Allerdale,34,15,191,240,47812,1,10,21,32,2550,50362,0.711118548,0.313728771,3.994813018,1.024847319,0.392156863,3.921568627,8.235294118,4.31372549,0.694968429,0.49640602,4.209523053,1.191374449,50.63341408
East Midlands,Derbyshire,Amber Valley,41,22,382,445,62997,11,15,51,77,3692,66689,0.650824642,0.349222979,6.063780815,1.000047621,2.979414951,4.06283857,13.81365114,7.042253521,0.779738788,0.554814137,6.492824904,1.334552925,55.36145391
Wales,Anglesey,Anglesey,22,19,81,122,36553,9,12,2,23,1581,38134,0.601865784,0.519793177,2.215960386,1.121658961,5.69259962,7.590132827,1.265022138,13.28273245,0.812922851,0.812922851,2.176535375,1.625845702,41.4590654
Scotland,Angus UA,Angus UA,47,20,225,292,55940,12,12,11,35,2657,58597,0.840185913,0.357525921,4.022166607,1.197711834,4.516371848,4.516371848,4.140007527,9.032743696,1.006877485,0.546103043,4.027509941,1.552980528,45.34361827
Scotland,Argyll and Bute UA,Argyll and Bute UA,25,17,227,269,40367,5,5,24,34,1832,42199,0.61931776,0.421136076,5.623405257,1.040453836,2.729257642,2.729257642,13.10043668,5.458515284,0.71091732,0.521339368,5.948008247,1.232256689,43.41335103
South East,West Sussex,Arun,51,36,515,602,82573,10,47,23,80,2490,85063,0.617635305,0.435977862,6.236905526,1.053613167,4.016064257,18.87550201,9.236947791,22.89156627,0.71711555,0.975747387,6.324724028,1.692862937,29.27242162
East Midlands,Nottinghamshire,Ashfield,41,17,276,334,55967,1,24,17,42,2592,58559,0.732574553,0.303750424,4.931477478,1.036324977,0.385802469,9.259259259,6.558641975,9.645061728,0.717225362,0.700148568,5.003500743,1.417373931,44.26305094
South East,Kent,Ashford,52,44,478,574,64411,12,12,34,58,2993,67404,0.807315521,0.683113133,7.421092671,1.490428653,4.009355162,4.009355162,11.35983963,8.018710324,0.949498546,0.830811228,7.595988369,1.780309774,44.40389294
South East,Buckinghamshire,Aylesbury Vale,120,76,869,1065,102724,23,42,76,141,3808,106532,1.168178809,0.739846579,8.459561544,1.908025388,6.039915966,11.02941176,19.95798319,17.06932773,1.342319679,1.107648406,8.8705741,2.449968085,35.74512822
East of England,Suffolk,Babergh,52,31,228,311,51175,3,12,8,23,1594,52769,1.016121153,0.605764533,4.45530044,1.621885686,1.882057716,7.528230866,5.018820577,9.410288582,1.042278611,0.814872368,4.472322765,1.857150979,30.20712919
London,Greater London,Barking and Dagenham,40,20,1261,1321,59621,6,4,187,197,3282,62903,0.670904547,0.335452274,21.15026585,1.006356821,1.828153565,1.218769043,56.97745277,3.046922608,0.731284676,0.381539831,23.01956981,1.112824508,52.17557191
London,Greater London,Barnet,430,185,4202,4817,134945,75,61,1208,1344,7181,142126,3.186483382,1.370928897,31.13861203,4.557412279,10.44422782,8.49463863,168.2216961,18.93886645,3.553185202,1.730858534,38.06481573,5.284043736,50.52558997
Yorkshire and Humberside,South Yorkshire Metropolitan Area,Barnsley,54,29,538,621,103712,15,49,56,120,5348,109060,0.520672632,0.279620488,5.187442147,0.800293119,2.804786836,9.162303665,10.47120419,11.9670905,0.632679259,0.715202641,5.446543187,1.3478819,49.03722721
North West,Cumbria,Barrow-in-Furness,11,4,66,81,28085,3,7,3,13,1596,29681,0.39166815,0.142424782,2.350008902,0.534092932,1.879699248,4.385964912,1.879699248,6.26566416,0.471682221,0.370607459,2.324719518,0.84228968,53.77177319
East of England,Essex,Basildon,53,25,423,501,85312,36,53,64,153,4297,89609,0.621249062,0.293042011,4.958270818,0.914291073,8.377938096,12.33418664,14.89411217,20.71212474,0.993203808,0.870448281,5.434721959,1.863652089,47.9527726
South East,Hampshire,Basingstoke and Deane,85,61,627,773,93393,27,28,32,87,2908,96301,0.910132451,0.653153877,6.713565256,1.563286328,9.284731774,9.628610729,11.00412655,18.9133425,1.163020114,0.924185626,6.843127278,2.08720574,30.19698653
East Midlands,Nottinghamshire,Bassetlaw,31,20,333,384,56332,2,19,40,61,2860,59192,0.550308883,0.355037989,5.911382518,0.905346872,0.699300699,6.643356643,13.98601399,7.342657343,0.557507771,0.658872821,6.301527233,1.216380592,48.31734018
South West,Bath and North East Somerset UA,Bath and North East Somerset UA,72,56,597,725,83698,18,21,113,152,7157,90855,0.860235609,0.66907214,7.132786924,1.529307749,2.51502026,2.934190303,15.7887383,5.449210563,0.990589401,0.847504265,7.814649717,1.838093666,78.77387045
East of England,Bedford UA,Bedford UA,77,34,672,783,82847,697,25,761,1483,30760,113607,0.929424119,0.410395066,8.111337767,1.339819185,22.65929779,0.812743823,24.73992198,23.47204161,6.812960469,0.519334196,12.61365937,7.332294665,270.7579639
London,Greater London,Bexley,47,35,1109,1191,101339,9,26,140,175,4420,105759,0.463789854,0.345375423,10.94346698,0.809165277,2.036199095,5.882352941,31.67420814,7.918552036,0.529505763,0.576783063,11.80986961,1.106288826,41.79313344
West Midlands,West Midlands Metropolitan Area,Birmingham,209,105,2608,2922,363515,373,7590,4155,12118,264279,627794,0.574941887,0.288846402,7.174394454,0.863788289,1.411387208,28.71964855,15.72202105,30.13103576,0.92705569,12.25720539,10.77264198,13.18426108,420.9645202
East Midlands,Leicestershire,Blaby,44,21,297,362,51886,11,27,43,81,3036,54922,0.848012951,0.404733454,5.724087422,1.252746406,3.623188406,8.893280632,14.16337286,12.51646904,1.001420196,0.873966716,6.190597575,1.875386912,55.27839481
North West,Blackburn with Darwen UA,Blackburn with Darwen UA,30,16,423,469,53056,15,26,33,74,4091,57147,0.56544029,0.301568154,7.972708082,0.867008444,3.666585187,6.355414324,8.066487411,10.02199951,0.78744291,0.734946716,7.979421492,1.522389627,71.58730992
North West,Blackpool UA,Blackpool UA,56,8,340,404,52699,40,7,63,110,3234,55933,1.06263876,0.151805537,6.451735327,1.214444297,12.3685838,2.164502165,19.48051948,14.53308596,1.716339192,0.268177999,7.205048898,1.98451719,57.81917651
Wales,Blaenau Gwent UA,Blaenau Gwent UA,4,3,38,45,30670,0,4,3,7,1598,32268,0.130420606,0.097815455,1.238995761,0.228236061,0,2.503128911,1.877346683,2.503128911,0.12396182,0.216933185,1.270608653,0.340895004,49.52274699
East Midlands,Derbyshire,Bolsover,17,13,178,208,36770,2,13,103,118,2332,39102,0.462333424,0.353549089,4.84090291,0.815882513,0.857632933,5.574614065,44.16809605,6.432246998,0.485908649,0.664927625,7.18633318,1.150836274,59.63889315
North West,Manchester Metropolitan Area,Bolton,68,26,1427,1521,111634,18,28,246,292,7608,119242,0.609133418,0.232903954,12.78284394,0.842037372,2.365930599,3.680336488,32.33438486,6.046267087,0.721222388,0.452860569,14.03029134,1.174082957,63.80302242
East Midlands,Lincolnshire,Boston,11,9,139,159,31799,8,15,15,38,1942,33741,0.345922828,0.283027768,4.371206642,0.628950596,4.11946447,7.723995881,7.723995881,11.84346035,0.563113126,0.711300791,4.564180078,1.274413918,57.55608903
South West,Bournemouth UA,Bournemouth UA,76,19,486,581,82899,30,13,47,90,2734,85633,0.916778248,0.229194562,5.86255564,1.14597281,10.97293343,4.75493782,17.19092904,15.72787125,1.237840552,0.373687714,6.224235984,1.611528266,31.92694405
South East,Bracknell Forest UA,Bracknell Forest UA,41,43,682,766,64353,8,13,123,144,17336,81689,0.637110935,0.668189517,10.59779653,1.305300452,0.461467467,0.749884633,7.095062298,1.2113521,0.599835963,0.685526815,9.854447967,1.285362778,212.2195155
Yorkshire and Humberside,West Yorkshire Metropolitan Area,Bradford,101,59,1600,1760,183946,42,64,172,278,11435,195381,0.549074185,0.320746306,8.698204908,0.869820491,3.672933975,5.596851771,15.04153913,9.269785746,0.731903307,0.629539208,9.069459159,1.361442515,58.52667353
East of England,Essex,Braintree,57,29,320,406,79652,8,20,28,56,3259,82911,0.715612916,0.364083764,4.017476021,1.079696681,2.454740718,6.136851795,8.591592513,8.591592513,0.783973176,0.590995163,4.197271773,1.37496834,39.30720893
East of England,Norfolk,Breckland,33,17,272,322,72157,5,21,32,58,5116,77273,0.457336087,0.235597378,3.769558047,0.692933465,0.977326036,4.104769351,6.25488663,5.082095387,0.49176297,0.49176297,3.934103762,0.98352594,66.20682515
London,Greater London,Brent,127,87,2905,3119,85990,32,76,1671,1779,7142,93132,1.47691592,1.011745552,33.78299802,2.488661472,4.480537665,10.64127695,233.9680762,15.12181462,1.70725422,1.750204012,49.1345617,3.457458231,76.68685307
East of England,Essex,Brentwood,28,34,291,353,40270,94,12,43,149,12162,52432,0.69530668,0.844300968,7.226222995,1.539607648,7.728991942,0.986679822,3.535602697,8.715671765,2.326823314,0.877326823,6.37015563,3.204150137,231.9575832
Wales,Bridgend UA,Bridgend UA,38,18,254,310,66209,9,73,73,155,6866,73075,0.573940099,0.271866363,3.83633645,0.845806461,1.310806874,10.6321002,10.6321002,11.94290708,0.64317482,1.245295929,4.474854601,1.888470749,93.95826206
South East,Brighton and Hove UA,Brighton and Hove UA,90,55,635,780,89653,17,11,23,51,3732,93385,1.003870478,0.613476403,7.082863931,1.617346882,4.555198285,2.947481243,6.162915327,7.502679528,1.145794292,0.70675162,7.046099481,1.852545912,39.96359158
South West,"Bristol, City of UA","Bristol, City of UA",110,46,941,1097,171574,130,405,812,1347,93785,265359,0.641122781,0.26810589,5.484513971,0.909228671,1.386149171,4.318387802,8.658100976,5.704536973,0.904435124,1.699584337,6.606144883,2.60401946,353.426867
East of England,Norfolk,Broadland,42,23,402,467,71380,8,25,71,104,3384,74764,0.588400112,0.322219109,5.631829644,0.910619221,2.364066194,7.387706856,20.98108747,9.75177305,0.668771066,0.642020224,6.326574287,1.31079129,45.26242577
